ID	Task_duration_Pr_Slider	Working_time_Pr_Slider	mouse_dist__Pr_Slider	speed_mean__Pr_Slider	speed_sd__Pr_Slider	pos_accel_mean_Pr_Slider	pos_accel_sd_Pr_Slider	neg_accel_mean_Pr_Slider	neg_accel_sd_Pr_Slider	angle_mean__Pr_Slider	angle_sd__Pr_Slider	x_flips__Pr_Slider	y_flips__Pr_Slider	Pr_valence	Pr_arousal	Pr_MDBF_GS	Pr_MDBF_RU	Pr_MDBF_WM	Pr_stress	Task_duration_Con_Slider	Working_time_Con_Slider	mouse_dist__Con_Slider	speed_mean__Con_Slider	speed_sd__Con_Slider	pos_accel_mean_Con_Slider	pos_accel_sd_Con_Slider	neg_accel_mean_Con_Slider	neg_accel_sd_Con_Slider	angle_mean__Con_Slider	angle_sd__Con_Slider	x_flips__Con_Slider	y_flips__Con_Slider	Co_valence	Co_arousal	Co_MDBF_GS	Co_MDBF_RU	Co_MDBF_WM	Co_stress	condition	jahr	sex	schule
HXxzfswNAfW3ahbVbfpXceVwQsu1	34.707	29.02	9709.12814022116	336.947021484375	753.5782470703125	6.409458160400391	17.39240074157715	-6.162541389465332	15.68381118774414	4.761346869974051	16.647796806026893	25.0	30.0	1.0	2.0	2.5	3.5	1.75	0.0	38.502	31.422	9794.319381178006	312.11981201171875	663.5485229492188	5.337033271789551	14.56627368927002	-5.184592247009277	13.216825485229492	4.214338443403039	19.653362633565738	30.0	33.0	1.0	2.0	2.0	3.25	2.0	0.0	1.0	1967.0	2.0	5.0
HYTARbU9kWbcvnfEHnJp47g2Olk1	58.52	46.507	11059.779431009196	238.76901245117188	607.63037109375	5.588667869567871	17.96092414855957	-5.45989990234375	17.226924896240234	4.351394336361005	17.746201360942933	30.0	31.0	0.0	3.0	2.5	3.5	2.5	0.0	46.94	32.783	9418.755020395458	287.5077819824219	615.798095703125	7.311024188995361	20.586849212646484	-7.19473934173584	19.729219436645508	4.413794414830709	17.89848736572002	23.0	23.0	1.0	4.0	2.25	3.0	2.75	0.0	0.0	1944.0	2.0	3.0
HhuysgPxsyVhUpJn7aWXaErnn8g1	67.016	56.149	12906.819610439798	230.68490600585938	545.96240234375	3.7635867595672607	10.657116889953613	-3.6728568077087402	10.130976676940918	4.889631471522621	18.152981081661956	51.0	66.0	2.0	3.0	2.25	2.5	2.5	0.0	63.944	48.575	12509.093011509907	258.4256591796875	609.483642578125	4.063858985900879	12.60018539428711	-4.059945583343506	12.875632286071777	5.466793405764043	20.37296712008573	58.0	59.0	2.0	2.0	1.5	1.75	3.25	2.0	1.0	1943.0	1.0	3.0
HibLUinXKDSsoXOFwMJ7jzPTG1u2	30.355	23.347	9736.747414080379	417.4382629394531	804.5541381835938	8.516552925109863	29.111448287963867	-8.117148399353027	24.321483612060547	7.191002939829393	21.06922651750576	32.0	71.0	1.0	2.0	2.5	3.75	2.25	0.0	30.161	22.964	9318.37773976287	407.62811279296875	799.4490966796875	6.664315223693848	21.640697479248047	-6.0304388999938965	19.586746215820312	5.514251760188124	18.36527329106922	19.0	57.0	1.0	2.0	2.5	3.75	2.25	0.0	0.0	1978.0	2.0	5.0
HkoFYARnK8WrYVwqokd3ZxBRfxb2	35.916	29.572	9409.207864325592	321.18817138671875	636.0355834960938	3.362582206726074	7.944318771362305	-3.1582388877868652	7.605747699737549	5.414714076804584	18.832682816381887	19.0	44.0	1.0	3.0	2.5	3.75	2.25	0.0	30.922	24.059	9403.810155775802	392.3158264160156	670.35595703125	3.846611499786377	8.32387924194336	-3.4617066383361816	7.150946617126465	4.541312287375959	17.69038316639089	23.0	28.0	1.0	3.0	2.25	3.25	2.25	0.0	0.0	1962.0	1.0	3.0
Hu53O4hulsNrSAYSnJUiArIpNwz1	43.523	34.438	10005.450270534922	291.1523742675781	737.0534057617188	4.913830757141113	14.65128231048584	-4.738792419433594	14.782193183898926	5.959436619881158	21.14560594763778	39.0	54.0	2.0	3.0	2.25	3.5	2.5	0.0	45.187	35.594	10787.132654931233	306.14825439453125	629.9971923828125	5.860403060913086	16.602142333984375	-5.6718010902404785	14.684922218322754	6.043076892498237	22.46237596070339	44.0	65.0	1.0	2.0	2.25	3.5	2.5	0.0	1.0	1954.0	1.0	4.0
HvivVmilVYSLjdVugh1EqbEFJWy2	50.97	39.395	9756.687286963854	247.88331604003906	630.6036376953125	5.396579265594482	19.170639038085938	-5.412519931793213	16.38820457458496	3.984942626773538	17.541127296367478	27.0	40.0	0.0	1.0	0.75	1.5	1.5	0.0	46.184	37.586	10065.902157512539	268.1023254394531	627.7393188476562	5.625843048095703	16.764917373657227	-5.609389305114746	15.82321548461914	4.891736012896012	17.58228780945958	22.0	33.0	0.0	0.0	1.25	2.25	2.0	0.0	0.0	1947.0	2.0	4.0
HwJabfe9y7cJQZMbk8353sYymDD2	38.734	30.495	10259.582419612934	336.9320983886719	669.630126953125	5.008908271789551	13.450395584106445	-4.592645645141602	10.564099311828613	6.6407843644280256	18.220515525216097	32.0	69.0	2.0	3.0	1.75	2.5	2.5	1.0	33.952	25.484	10360.755935119	407.502685546875	684.7699584960938	6.275472164154053	14.429703712463379	-5.347280979156494	14.106968879699707	6.975240580143671	18.448922795386707	28.0	60.0	3.0	2.0	1.0	1.0	2.75	2.0	0.0	1955.0	1.0	2.0
HxvqsJCBkjWZ4Xqq2WDidTSeMJO2	30.962	24.528	9854.465869250243	404.2857971191406	820.2431640625	6.120045185089111	14.291047096252441	-5.843782901763916	14.728093147277832	5.942900789257331	20.82109676081914	24.0	28.0	0.0	2.0	2.75	4.0	2.5	0.0	33.343	26.774	9628.084130547988	360.6024169921875	724.130859375	5.631306171417236	13.297965049743652	-5.364906311035156	11.921919822692871	7.020465970072728	20.8915368511824	26.0	26.0	0.0	2.0	3.0	4.0	2.5	0.0	0.0	1972.0	1.0	3.0
HzLNvQowSmZ9HNdSP8z05PnMNPF3	30.72	25.319	9288.186701178838	368.578857421875	622.0194702148438	4.5744805335998535	9.86987018585205	-4.469796657562256	9.011541366577148	4.774696141508543	16.617186606565646	19.0	27.0	0.0	3.0	2.25	2.25	1.75	1.0	31.539	24.929	9351.940093136582	375.35382080078125	596.634033203125	5.1114821434021	10.951959609985352	-4.700087547302246	9.257759094238281	4.5341704463229835	18.60224790421406	21.0	38.0	1.0	2.0	1.5	1.0	2.0	4.0	0.0	1965.0	1.0	5.0
I0p2SfDb49RlApNp7e2Ulklul6t1	38.504	30.424	9367.239709186659	311.6180725097656	615.1393432617188	4.8318257331848145	11.412070274353027	-4.776324272155762	11.525308609008789	4.474724593403902	19.422156726351947	23.0	40.0	0.0	4.0	2.25	3.25	2.5	0.0	45.333	35.557	9124.491631391133	256.7748107910156	545.6043701171875	4.243974685668945	11.121065139770508	-4.273571968078613	10.370752334594727	3.062631410608133	15.567680843825924	19.0	34.0	0.0	4.0	2.25	3.5	2.5	0.0	0.0	1951.0	2.0	4.0
I2pCYHzC3wXFraKrxDC5XX6SW0w1	29.188	22.884	9263.947110424408	409.5467529296875	718.8690795898438	7.816519737243652	17.092924118041992	-7.89515495300293	17.150474548339844	4.576422706805256	19.364501141858213	19.0	19.0	1.0	3.0	2.0	3.25	2.25	0.0	29.989	22.286	9131.517451936827	413.2843322753906	656.9254150390625	8.608356475830078	17.83182716369629	-8.171769142150879	16.348468780517578	4.909541490455399	19.576539953697285	19.0	17.0	1.0	3.0	2.25	3.5	2.25	1.0	1.0	1975.0	1.0	6.0
IE6vtg3HeFhsFn8pk1u0pSucKW93	33.927	26.213	10179.90241240616	388.91705322265625	902.4401245117188	7.449990749359131	17.97251319885254	-7.516366958618164	18.642696380615234	4.370188638583245	18.633692197595455	23.0	21.0	3.0	3.0	2.25	3.0	2.0	1.0	38.614	27.102	11225.545315450912	415.2994689941406	876.6092529296875	9.1995849609375	22.75092315673828	-9.08395004272461	22.36642837524414	5.669440710266317	19.522727340013045	32.0	36.0	4.0	3.0	2.0	2.5	3.0	1.0	0.0	1970.0	1.0	4.0
IOvNKGD2hEZI96zr0j2mFO30Dct1	34.591	27.269	9751.882416556835	360.77996826171875	688.5530395507812	5.283677101135254	13.733893394470215	-5.117422103881836	12.032548904418945	7.673724324846273	18.566242110883582	27.0	39.0	1.0	2.0	1.5	1.5	1.25	2.0	38.345	29.397	10601.674846042932	363.3822021484375	778.2079467773438	6.008423805236816	17.393991470336914	-5.794358253479004	15.157360076904297	8.555844516493043	19.359136232326197	37.0	45.0	1.0	2.0	1.5	1.5	1.5	2.0	0.0	1961.0	1.0	3.0
IQNM9pHWUePhHW1TIC02aMQCEdz1	37.816	32.118	10469.653031491427	327.534912109375	787.8468627929688	6.611635208129883	21.87134552001953	-6.460068225860596	18.02322006225586	5.964095439250856	20.725688987238318	30.0	37.0	0.0	4.0	3.0	4.0	3.0	0.0	34.4	27.392	9692.722236707428	355.0447692871094	737.9490966796875	6.1748948097229	15.166414260864258	-6.059722423553467	16.180133819580078	6.705936265214815	22.651873801197464	33.0	35.0	0.0	4.0	2.75	3.75	3.0	0.0	1.0	1967.0	1.0	4.0
IQvB9gFxTmXiUpi1k1JlKiS6rwe2	36.551	28.608	9642.375639363732	338.864013671875	780.974365234375	8.674242973327637	26.03163719177246	-8.544222831726074	29.40323257446289	6.507105491087197	19.316909840422074	27.0	48.0	0.0	1.0	1.0	3.0	1.5	0.0	41.146	31.178	9445.576156866286	305.5337829589844	667.9927978515625	6.475022792816162	18.369976043701172	-6.381925582885742	16.927749633789062	5.90451726845781	18.81644627509704	31.0	42.0	0.0	1.0	1.0	2.75	1.25	0.0	0.0	1979.0	1.0	4.0
IadEoJeY1Af7bGuh9dABV8fFtV93	36.743	26.504	9276.991162171282	353.0057373046875	682.2532958984375	4.714041233062744	10.706334114074707	-4.71918249130249	12.036733627319336	3.2958223124137835	17.715160779405362	23.0	17.0	1.0	4.0	2.5	3.25	2.25	0.0	31.238	24.764	9512.007058572271	386.19598388671875	755.278564453125	5.572846412658691	14.277324676513672	-5.3211164474487305	12.789481163024902	3.8457809826827147	21.381513235494957	26.0	16.0	1.0	4.0	2.25	2.0	2.5	0.0	1.0	1974.0	1.0	6.0
IbbfeDj9WzVOSo8G9nbFQbWEila2	37.421	30.603	10062.50440390428	331.7673645019531	695.0948486328125	5.064418792724609	15.862950325012207	-4.497758388519287	12.806097984313965	4.751048300578573	16.383781042558013	22.0	25.0	2.0	3.0	2.25	3.0	2.5	1.0	39.484	33.205	10357.29201096999	312.1546630859375	714.548095703125	4.89707612991333	16.470186233520508	-4.614482402801514	11.904878616333008	4.607272371785366	16.715217414171203	21.0	28.0	2.0	3.0	2.25	3.0	2.25	0.0	1.0	1950.0	2.0	5.0
IfPsBjrgbiXNxWFpoPPGftCGLp32	27.51	22.98	7724.266917411618	338.33843994140625	748.968017578125	5.803560733795166	13.9622163772583	-5.732387542724609	14.827092170715332	6.5088493567313215	26.357480633749763	35.0	37.0	2.0	2.0	1.5	2.5	1.75	1.0	19.84	16.164	2224.970359556377	139.80335998535156	367.74822998046875	2.780043840408325	8.416441917419434	-2.722095012664795	7.955794811248779	6.260502529265561	21.204774093873205	17.0	32.0	3.0	3.0	1.25	1.25	1.25	3.0	0.0	1995.0	1.0	3.0
Ifyd0yaCAYOa4Ai0UZbVXXhqxgT2	41.645	33.804	9489.490703543079	281.6708679199219	456.4121398925781	3.553834915161133	8.776803016662598	-3.2881369590759277	7.27981424331665	3.2622590293630735	15.779272805606995	23.0	38.0	0.0	1.0	1.75	1.0	1.5	1.0	37.275	29.718	9443.307203325014	319.24639892578125	537.8058471679688	3.9173405170440674	9.765961647033691	-3.7093610763549805	8.356711387634277	3.617962619296946	15.947608369590167	25.0	32.0	1.0	1.0	1.25	1.0	1.25	2.0	1.0	1972.0	1.0	4.0
Ik37y4PUnHVZ9Ki4XKs6JkLlvRA3	47.255	37.073	9902.831656117181	268.69708251953125	631.5628051757812	5.600877285003662	19.80779457092285	-5.3965654373168945	17.39425277709961	6.059335093972597	20.09478679058223	39.0	69.0	2.0	3.0	2.25	3.0	2.25	1.0	50.168	39.33	9993.836998608538	255.1726531982422	686.0469360351562	5.496410369873047	20.313480377197266	-5.267270565032959	19.30764389038086	6.121656580743879	20.179241910620185	46.0	72.0	3.0	3.0	2.25	2.75	2.25	1.0	0.0	1990.0	2.0	4.0
Ik86U7Rz3seMKOdrSdDMWCxYkIq2	41.006	33.719	10723.089892244869	318.1453552246094	493.2822265625	4.628388404846191	10.405123710632324	-4.699832916259766	9.611165046691895	8.614515290284608	18.640245182188284	20.0	40.0	1.0	4.0	3.0	4.0	3.0	0.0	34.431	27.627	10482.582160385293	379.5974426269531	568.2711791992188	5.678990840911865	12.782505989074707	-5.565342426300049	11.457206726074219	7.845835413886004	18.779004824117195	30.0	57.0	1.0	4.0	3.0	4.0	3.0	0.0	1.0	1966.0	2.0	3.0
J1FQ4SKPwcM75MFXyXJOPgOZSh03	61.818	48.796	10319.427946066371	212.7278594970703	503.2119140625	3.7758169174194336	11.40217113494873	-3.7341103553771973	10.802306175231934	7.55626452003839	20.02675435085326	51.0	78.0	0.0	3.0	2.25	2.75	2.75	0.0	53.698	41.342	10781.69455295884	262.2326354980469	551.4646606445312	4.6527299880981445	14.39377498626709	-4.4512715339660645	12.400829315185547	7.820374698599569	19.991489662615333	35.0	77.0	1.0	2.0	2.0	2.75	2.75	1.0	0.0	1941.0	2.0	3.0
J2LcmSHyeeUMrD538WfPXPoI4Ah1	30.404	25.675	9538.547080403732	372.9637145996094	880.392578125	7.405038833618164	23.1691837310791	-7.153575420379639	19.529211044311523	6.2236510697858	20.166909902722285	25.0	61.0	0.0	3.0	2.25	3.0	2.75	1.0	29.523	23.751	9666.991241700054	409.7051086425781	935.00146484375	8.074525833129883	25.254926681518555	-7.42125940322876	19.514123916625977	5.958824844679147	20.371445153311495	22.0	60.0	1.0	3.0	2.25	3.0	2.5	1.0	1.0	1977.0	2.0	3.0
J2fH53do2dMm7aZTvrTNb66FNAC2	54.908	45.82	10430.510995747241	229.5699462890625	403.04046630859375	2.0451712608337402	5.581138610839844	-1.9086017608642578	4.076369762420654	4.33862461989151	16.84761715932237	30.0	35.0	0.0	4.0	3.0	4.0	3.0	0.0	42.062	32.382	9223.830817874357	286.8106689453125	347.9019775390625	2.42966890335083	4.418362140655518	-2.234706163406372	3.2627954483032227	4.458471586707934	16.497734792424787	19.0	30.0	0.0	4.0	3.0	4.0	3.0	0.0	1.0	1957.0	1.0	3.0
J400r6DNcjdaU7Vh7pEnuvwxdbw1	48.558	38.339	9767.161681123793	256.4569091796875	534.8551635742188	4.080976486206055	10.34981632232666	-3.971370220184326	10.557345390319824	5.128135338528541	16.644586787700597	22.0	31.0	2.0	3.0	2.0	3.0	1.75	1.0	39.546	31.958	9514.68219021177	297.9389953613281	557.4653930664062	4.416872978210449	10.601024627685547	-4.195779323577881	9.753406524658203	4.839689349109342	15.77514599834556	22.0	44.0	2.0	3.0	2.5	3.25	2.5	0.0	0.0	1955.0	2.0	2.0
JUw4I6DrW5MjyXPDfAWb8niijk53	69.559	48.172	9911.491461444448	207.9842987060547	477.5836181640625	2.891964912414551	9.0808687210083	-2.7582736015319824	7.591064453125	3.8346226296562764	14.615716019372137	23.0	30.0	1.0	3.0	2.5	2.25	2.0	2.0	79.752	55.336	11846.369903558343	214.25881958007812	449.0575256347656	2.9480652809143066	8.916577339172363	-2.863499402999878	7.406197547912598	5.441779990706031	16.56931933521471	41.0	46.0	1.0	3.0	1.75	2.0	2.5	1.0	1.0	1940.0	2.0	5.0
JWSdd9mLIjazIh8JoZtYzfwNqTP2	34.335	28.232	9310.193374953005	333.34027099609375	613.3140869140625	4.553932189941406	14.294611930847168	-4.144192218780518	10.32673454284668	3.5051164758678004	17.09976006763233	19.0	17.0	0.0	3.0	2.25	3.25	2.0	1.0	30.158	24.145	9121.491400673993	379.3508605957031	553.2559814453125	4.721479415893555	9.651463508605957	-4.222982883453369	7.891597270965576	4.43810237659783	17.57817883727155	19.0	20.0	0.0	3.0	2.25	3.5	2.0	0.0	1.0	1970.0	2.0	5.0
JXiOZ8Xj4QOIFSLuuI5fot4FE5X2	31.851	25.456	9635.548626184784	378.755859375	694.2539672851562	5.9846320152282715	13.487137794494629	-5.571674346923828	11.681275367736816	4.507371994050908	16.35433485721966	22.0	27.0	1.0	2.0	2.0	3.5	2.5	0.0	32.345	26.258	9894.1102881606	377.7820129394531	722.7052612304688	6.706133842468262	14.884112358093262	-6.239521026611328	12.408651351928711	4.540888400147526	19.303757168991634	29.0	28.0	1.0	2.0	2.5	3.75	2.5	0.0	1.0	1991.0	1.0	4.0
JZM3iUbcmvXw6DZvfVMQIOi6ypZ2	40.752	32.944	9036.24182912827	275.5791931152344	461.94366455078125	4.0363898277282715	8.984429359436035	-4.151686668395996	9.04150390625	3.6189900996450914	17.65217640333366	19.0	25.0	1.0	3.0	1.75	1.75	2.5	1.0	38.799	30.994	9064.594641211223	292.7840881347656	489.1401062011719	3.7327661514282227	8.435342788696289	-3.57346773147583	7.959288597106934	5.316343568918613	18.932939619585298	19.0	30.0	2.0	3.0	1.5	1.0	2.75	3.0	1.0	1981.0	1.0	5.0
JeQr6MUXaogV9bgHbSWbGuRD4J93	38.012	31.377	9601.202298435246	306.8457336425781	446.8192138671875	4.426760196685791	9.403298377990723	-4.077815055847168	7.104055881500244	4.509832943091006	16.827754126458732	23.0	43.0	1.0	3.0	1.75	2.5	1.25	2.0	41.697	33.273	10419.195605026787	313.3121337890625	457.159912109375	5.189231872558594	10.210893630981445	-4.819936752319336	8.481363296508789	5.540583954768125	19.22272267804078	25.0	44.0	2.0	1.0	1.5	1.25	1.25	3.0	1.0	1967.0	2.0	2.0
JmsJH3ARnKekbeGmHCbMuwzm30s1	47.871	40.353	9580.042947904833	241.4629669189453	623.6891479492188	5.458364963531494	22.59098243713379	-5.0624680519104	15.995613098144531	4.605527259985884	16.11542229783152	19.0	54.0	0.0	2.0	3.0	4.0	3.0	0.0	56.267	41.174	9935.589213674943	244.14767456054688	683.8182983398438	5.608555316925049	28.385717391967773	-5.158820152282715	18.471242904663086	5.1778060333147815	17.12139634629819	24.0	52.0	0.0	2.0	3.0	4.0	3.0	0.0	0.0	1966.0	2.0	3.0
Jmsejwo9ymQQbnEKWYHXdGmU3Bq1	36.711	30.319	15847.75208487871	526.9410400390625	1450.34423828125	6.1967291831970215	22.599868774414062	-5.749147891998291	26.14425277709961	4.567820946658285	18.081835751181707	29.0	25.0	0.0	3.0	2.25	3.5	2.0	0.0	35.258	26.709	9108.260083184568	341.3251037597656	407.94378662109375	3.5612452030181885	6.437419414520264	-3.2874057292938232	5.491408348083496	3.218106812531446	18.160750949880416	19.0	10.0	0.0	3.0	2.25	3.5	2.0	0.0	0.0	1966.0	1.0	4.0
JnBZnM1yDuMeVZf6Gs1lXWR1t9T2	44.486	34.486	10216.66160088217	297.8184509277344	534.812744140625	3.828366279602051	10.238471984863281	-3.68122935295105	8.687055587768555	4.590672263900153	18.177639973841316	27.0	47.0	0.0	4.0	3.0	3.75	2.25	0.0	38.867	31.718	9469.27418883604	298.7624206542969	482.949951171875	3.693173885345459	8.348442077636719	-3.544158697128296	7.658403396606445	5.903661096159872	21.96987961329847	33.0	41.0	1.0	4.0	2.75	3.75	3.0	0.0	1.0	1964.0	1.0	4.0
JsxbfwXNpqd6KHSBfxzoqHlrYox2	57.948	45.817	9511.080293965686	209.19564819335938	560.9886474609375	2.962913990020752	10.291927337646484	-2.8446736335754395	9.804831504821777	4.708506457849561	18.983775312223713	29.0	78.0	1.0	2.0	1.75	1.5	1.0	1.0	81.098	62.145	9407.48769168849	151.74591064453125	442.5739440917969	2.160606861114502	8.27491569519043	-2.0864222049713135	8.222800254821777	3.541150667776441	17.1188796509509	37.0	82.0	2.0	2.0	1.5	2.0	2.25	2.0	0.0	1986.0	2.0	4.0
K0AD5JV4kfgtuzBonZXRKAsA89m1	40.544	32.736	9999.810409328556	306.9309387207031	523.3574829101562	4.02755069732666	8.997879028320312	-3.919339418411255	10.353131294250488	7.139318093347708	19.759418705285142	31.0	81.0	0.0	2.0	2.25	3.0	2.5	1.0	39.525	28.842	9571.502196229381	332.8639221191406	612.8550415039062	4.680579662322998	11.335611343383789	-4.524343967437744	11.028597831726074	6.930467907067299	21.194142116181276	33.0	67.0	2.0	1.0	1.25	1.75	2.0	2.0	0.0	1954.0	1.0	2.0
K0iAwLcLfuPiQTNzn8RJOWZX4C02	43.351	33.592	10261.20029044877	308.9792175292969	654.7291259765625	4.822141647338867	12.84890365600586	-4.673401355743408	12.162826538085938	6.3589309110782555	20.32507771886717	33.0	63.0	2.0	3.0	1.5	2.25	2.5	0.0	35.078	26.831	10237.524971817962	384.29150390625	747.094970703125	7.241815090179443	18.687091827392578	-6.857553958892822	22.34780502319336	6.369336009931894	20.196385899418935	23.0	47.0	3.0	2.0	1.5	2.5	2.25	1.0	0.0	1951.0	1.0	3.0
K0vuVAjArqNggYLJLX8xyrM97q02	53.935	38.19	10295.220758587886	269.6849060058594	480.9879455566406	3.0764408111572266	6.916139125823975	-2.838942766189575	5.1763997077941895	5.556894313273428	17.046059486511336	29.0	33.0	2.0	1.0	2.5	2.5	2.75	2.0	45.24	33.223	9844.013387832683	296.4171142578125	528.6704711914062	3.569561719894409	7.799760341644287	-3.2594094276428223	6.669764995574951	4.970871151701665	16.546542534269026	21.0	31.0	2.0	2.0	2.25	3.0	2.75	1.0	1.0	1956.0	1.0	5.0
K8dZpvZndRYljM0rCYBA70Caou02	104.992	86.061	19989.900668776354	235.3275604248047	731.9938354492188	3.339876890182495	17.18880271911621	-3.2291676998138428	16.119089126586914	4.690091291765425	16.04188408777589	50.0	87.0	0.0	4.0	2.25	2.75	2.0	0.0	49.401	36.027	9679.368069238015	271.1307373046875	528.746826171875	3.9346725940704346	9.601346015930176	-3.6899962425231934	8.9139404296875	4.191037354177424	17.303019556163573	23.0	49.0	1.0	3.0	1.75	2.5	3.0	0.0	1.0	1956.0	1.0	4.0
KD3d6bV4JYXAFcrtG79Wg6cUmvF2	45.514	38.059	9776.062583653478	259.7598571777344	561.8001098632812	3.5374467372894287	11.797698020935059	-3.4381208419799805	8.580964088439941	3.0361553191004207	14.666019785164394	21.0	25.0	0.0	4.0	2.75	3.25	2.25	0.0	39.12	30.954	9216.44364901723	301.3387145996094	598.4710693359375	4.395998477935791	15.069302558898926	-4.0239973068237305	12.877463340759277	3.875432217167807	17.604250880815012	23.0	27.0	0.0	4.0	2.25	3.0	2.0	0.0	1.0	1951.0	2.0	4.0
KDXQdKad1Zb56aRX4N9qykmDiRA3	32.891	27.755	9480.680166497095	342.5719909667969	803.093017578125	7.353762149810791	23.072364807128906	-6.851265907287598	19.977888107299805	5.070590073418266	22.31667921780268	32.0	42.0	1.0	3.0	1.25	2.5	2.0	0.0	29.985	24.546	9595.146987234453	391.9586486816406	912.8246459960938	9.210512161254883	28.11741828918457	-8.491768836975098	23.951852798461914	6.700502588742779	22.625583352851585	31.0	39.0	1.0	3.0	2.25	2.5	2.75	0.0	0.0	1982.0	1.0	4.0
KGePVjIUl9WiBwkoBkDqcNZ5nAJ2	48.677	39.542	10544.266823779686	267.5870361328125	509.4115295410156	3.892179489135742	10.0766019821167	-3.805866003036499	8.739630699157715	4.46847064318388	17.664072470583736	31.0	27.0	0.0	3.0	2.25	3.5	1.5	0.0	45.653	33.687	10200.58929301553	306.0483093261719	642.5	4.458376407623291	12.465466499328613	-4.213273525238037	10.674705505371094	4.378033327848183	18.074242073319827	28.0	23.0	0.0	3.0	3.0	3.5	2.25	0.0	0.0	1979.0	1.0	3.0
KGs6FQVPbiZVTv7L7oOJDiunow83	35.567	29.526	9502.55411489478	325.04034423828125	673.054931640625	5.159805774688721	13.93590259552002	-4.771252632141113	12.621051788330078	5.969574215156713	19.19530183663271	25.0	37.0	4.0	4.0	2.5	2.75	2.25	3.0	71.85	23.901	9760.490255460318	408.9876708984375	820.4161376953125	7.492274284362793	17.469196319580078	-6.298231601715088	16.72043800354004	7.068897080613956	20.859658641206597	24.0	34.0	3.0	4.0	1.5	1.5	2.0	4.0	0.0	1969.0	2.0	4.0
KHHMjVLXr3XkXnmXSpUQ2w8CCpq2	46.033	38.088	9840.563587883345	258.6899108886719	511.0406188964844	5.2539849281311035	12.576016426086426	-5.2200727462768555	12.502053260803223	4.99989881080645	16.18663250509162	25.0	67.0	0.0	4.0	3.0	4.0	3.0	0.0	50.18	39.052	10449.856187356272	268.4613342285156	538.2427368164062	5.608859539031982	13.958195686340332	-5.89865255355835	16.207509994506836	6.284152967559923	17.33129162534565	25.0	65.0	0.0	4.0	3.0	4.0	3.0	0.0	0.0	1953.0	2.0	6.0
KHRY8bm2ushs9UTN9I2h47zL2xL2	35.531	29.14	11518.895320151332	396.65618896484375	1003.80615234375	7.686626434326172	23.178726196289062	-7.679464340209961	23.5073299407959	6.1454118661980095	20.024373043741605	34.0	64.0	0.0	4.0	3.0	3.75	2.75	0.0	35.189	27.672	11116.87865106913	404.3236389160156	1048.5626220703125	7.928694725036621	26.567773818969727	-7.8426713943481445	22.700599670410156	7.044532511314632	22.26881258668684	41.0	55.0	0.0	4.0	3.0	3.75	2.75	0.0	0.0	1953.0	2.0	5.0
KTMNPcHPHZTq9xzzkyemGTHnlRm2	41.238	34.106	9820.435835552456	288.03155517578125	590.9324951171875	5.111469745635986	12.7499418258667	-4.993208885192871	13.055240631103516	5.613999807055893	19.671190071904267	39.0	63.0	0.0	4.0	3.75	4.0	3.0	0.0	44.27	32.688	10027.231978730393	307.91436767578125	692.6961669921875	5.621991157531738	17.48751449584961	-5.309489727020264	13.202463150024414	5.697739035714088	19.284368663389685	41.0	55.0	0.0	4.0	3.0	4.0	3.0	0.0	0.0	1951.0	2.0	2.0
KW40VIBTQYR5F4eJXPtL0JIM3TB3	49.574	40.24	11728.146808999136	292.6184387207031	607.3634643554688	4.718588829040527	14.528472900390625	-4.794243335723877	13.965893745422363	4.60424621961164	16.225008223511043	39.0	43.0	2.0	2.0	2.25	3.75	2.5	0.0	48.066	40.222	10451.317878114347	260.9567565917969	493.1169128417969	4.208113670349121	10.462727546691895	-4.162919998168945	10.489161491394043	4.361570240350548	17.97071968471964	37.0	52.0	2.0	2.0	2.5	3.75	2.5	0.0	1.0	1970.0	2.0	5.0
KWtMtoqIDwQEGjQwjLc53SNgVTe2	34.433	25.916	8694.028570828568	336.5864562988281	698.1649169921875	5.49779748916626	14.873260498046875	-5.020214080810547	13.142542839050293	6.6482602002775435	18.905872706394636	19.0	53.0	0.0	3.0	2.25	3.25	2.25	1.0	26.202	21.208	9333.587142066002	443.8225402832031	821.7176513671875	7.637162685394287	16.765127182006836	-7.263863563537598	15.712626457214355	6.979358400703535	20.254404030054708	21.0	27.0	1.0	3.0	2.25	2.5	2.0	1.0	0.0	1990.0	1.0	4.0
Kb6iNl5yRbT6NSqH1Nbl1C2vekg1	50.599	42.364	10387.26711815134	247.22760009765625	622.214111328125	4.70952033996582	16.116613388061523	-4.877575874328613	16.077831268310547	4.609853742874624	17.160694067887643	39.0	29.0	0.0	4.0	3.0	3.0	1.5	1.0	40.849	32.935	10180.056387493558	309.8951721191406	581.3925170898438	5.226700305938721	12.430726051330566	-5.18135404586792	11.919732093811035	5.855998968013072	19.107181755535454	33.0	38.0	0.0	4.0	2.75	3.5	3.0	0.0	0.0	1956.0	2.0	5.0
