ID	Task_duration_Pr_PointClick	Working_time_Pr_PointClick	mouse_dist__Pr_PointClick	speed_mean__Pr_PointClick	speed_sd__Pr_PointClick	pos_accel_mean_Pr_PointClick	pos_accel_sd_Pr_PointClick	neg_accel_mean_Pr_PointClick	neg_accel_sd_Pr_PointClick	angle_mean__Pr_PointClick	angle_sd__Pr_PointClick	x_flips__Pr_PointClick	y_flips__Pr_PointClick	total_dev_ideal_line__Pr_PointClick	mean_dev_ideal_line__Pr_PointClick	sd_dev_ideal_line__Pr_PointClick	Pr_valence	Pr_arousal	Pr_MDBF_GS	Pr_MDBF_RU	Pr_MDBF_WM	Pr_stress	Task_duration_Con_PointClick	Working_time_Con_PointClick	mouse_dist__Con_PointClick	speed_mean__Con_PointClick	speed_sd__Con_PointClick	pos_accel_mean_Con_PointClick	pos_accel_sd_Con_PointClick	neg_accel_mean_Con_PointClick	neg_accel_sd_Con_PointClick	angle_mean__Con_PointClick	angle_sd__Con_PointClick	x_flips__Con_PointClick	y_flips__Con_PointClick	total_dev_ideal_line__Con_PointClick	mean_dev_ideal_line__Con_PointClick	sd_dev_ideal_line__Con_PointClick	Co_valence	Co_arousal	Co_MDBF_GS	Co_MDBF_RU	Co_MDBF_WM	Co_stress	condition	jahr	sex	schule
6AMqU2Gu2gP6uZ9FZMF6wGvbL5h1	18.817	16.482	3699.3952215169643	226.2626953125	383.1107482910156	3.805149793624878	8.019906044006348	-3.892152786254883	7.932644367218018	7.904946754239235	18.345127188403897	14.0	12.0	6177.90477013722	8.439760614941557	9.723191185025215	1.0	3.0	2.0	2.5	2.25	1.0	19.493	16.209	4178.066178777571	261.2924499511719	409.76129150390625	4.782590866088867	8.74489974975586	-4.842146873474121	9.379697799682617	9.05501989826597	18.95711337677214	23.0	20.0	8507.83568769427	10.056543366068878	12.150479039023281	1.0	3.0	2.0	2.75	2.25	1.0	0.0	1960.0	2.0	4.0
6EGIoKe0LVUe8XCQ3NzKj4eSTfu2	23.086	19.576	4381.012443403211	226.23353576660156	394.25152587890625	4.141726493835449	9.525678634643555	-3.9895377159118652	8.20349407196045	10.536470409758033	23.398463127789828	50.0	35.0	8371.167019253102	8.62118127626478	12.70588029602743	1.0	2.0	2.0	2.5	2.25	1.0	25.976	19.583	4447.997369677298	232.3927764892578	397.01434326171875	3.814969062805176	8.129080772399902	-3.799563407897949	8.13259220123291	10.72455890872288	23.433757572892667	52.0	48.0	8991.612909574273	9.32739928379074	14.314317425950916	1.0	2.0	1.0	2.25	2.25	1.0	1.0	1962.0	2.0	4.0
6I3Q881TTDgTQH33BEU1P78rb6J2	16.264	14.247	4787.825749731072	337.7654724121094	575.5518798828125	6.781795978546143	13.51488208770752	-6.511508941650391	12.376413345336914	10.860172558847685	20.196624731615575	30.0	30.0	10596.45884551674	15.202953867312395	19.089129109521163	1.0	4.0	2.5	3.5	3.0	1.0	18.127	14.655	5058.765807251064	353.88360595703125	628.0252685546875	7.324089527130127	15.226786613464355	-7.48252010345459	15.777716636657715	10.95943874063307	19.996296848099103	31.0	24.0	12770.793556714674	17.961734960217544	22.05918926750764	1.0	4.0	2.25	3.25	2.5	1.0	0.0	1979.0	1.0	5.0
6NYwG1d6MHa3KCwiPXmh9ARKYvE2	19.551	16.902	3646.4543503623745	220.59616088867188	350.9598693847656	3.056774616241455	6.984432697296143	-2.940699815750122	5.494871616363525	4.746008729022855	13.826713214366936	20.0	8.0	4602.804155282841	8.399277655625623	7.948833624841859	1.0	3.0	2.25	3.25	2.0	1.0	21.987	17.637	3959.103888992797	231.32362365722656	382.1446533203125	3.2285523414611816	8.775853157043457	-3.0061261653900146	7.202985763549805	4.8649043907597616	13.637887576252668	19.0	13.0	6235.269833453407	10.787664071718698	13.002668349186314	2.0	3.0	1.75	2.5	1.5	1.0	0.0	1960.0	1.0	3.0
6SJndp0NeZh93PHxYWkXZ5V08Hy1	24.223	21.388	4672.982582764963	220.0085906982422	413.03155517578125	3.827885866165161	8.9188814163208	-3.7895662784576416	8.345584869384766	6.761664427392785	16.25236689116706	30.0	28.0	15914.038106136684	14.640329444467971	18.41266797783881	1.0	3.0	2.25	3.5	2.25	0.0	31.863	22.532	5039.485513037941	230.904296875	413.1016845703125	3.6986751556396484	8.498885154724121	-3.549144744873047	7.465344429016113	7.7897674677132756	18.010809789480057	37.0	18.0	17901.372935799955	16.683478970922604	22.524454978814646	1.0	3.0	1.75	2.75	2.5	3.0	1.0	1937.0	1.0	3.0
6V1RciE780h7zqm9OsWkgXlzJun2	21.235	18.593	3964.307926109327	216.80657958984375	406.7696533203125	2.822096586227417	6.104976177215576	-2.6724424362182617	5.563765048980713	7.5932786830173296	20.655176253670778	20.0	26.0	8987.755816481253	11.82599449537007	13.10246084579139	1.0	4.0	2.75	3.25	2.5	1.0	22.913	18.104	3994.173816508067	224.32879638671875	424.775390625	3.218883514404297	7.494938850402832	-3.0740320682525635	6.193484306335449	8.222870496509822	18.965047416431727	23.0	20.0	9056.650324097038	11.640938719919072	13.524071909686974	1.0	3.0	2.0	2.75	2.5	1.0	0.0	1964.0	1.0	5.0
6WPibro3KvRPP8WYPU5L84dpTqq2	20.535	17.415	5013.764600944528	290.906005859375	475.9062194824219	5.624889850616455	11.999061584472656	-5.455915451049805	11.03368854522705	11.672858027900975	22.75135674726591	28.0	24.0	12257.091517193314	13.025602037399908	18.187975139296277	0.0	1.0	2.5	2.5	2.0	1.0	24.687	19.535	4581.8568435816305	236.05650329589844	411.35693359375	5.063762664794922	11.424468040466309	-5.153428077697754	11.853734970092773	14.302887132603118	27.59505608805088	45.0	41.0	13141.86619066777	12.612155653232024	14.347580720893662	0.0	1.0	2.0	2.0	2.0	2.0	1.0	1949.0	2.0	2.0
6kDutB78GlgyJQGRsVM5W8AuCTs2	25.201	22.287	4412.294837970663	198.4838104248047	415.091796875	3.974982500076294	10.403032302856445	-3.895348310470581	10.160860061645508	11.348428407279524	22.693642361746374	50.0	42.0	8960.8306751261	7.90894146083504	9.662155135730025	0.0	2.0	2.0	2.0	1.75	1.0	29.279	21.507	4547.032779596118	215.14231872558594	427.01995849609375	3.933784008026123	10.065765380859375	-3.794011116027832	9.299758911132812	10.851469425079586	22.924658283875846	45.0	40.0	9007.54868939896	8.936060207737064	10.050324989859034	1.0	2.0	2.0	2.0	2.0	1.0	1.0	1961.0	2.0	2.0
6kpFt9avWyZINDiv90V9GMOdVUY2	21.329	17.94	6166.432611732713	344.5896911621094	661.2045288085938	6.423162937164307	15.663961410522461	-6.659796237945557	16.654001235961914	11.205276510614947	23.37599271539476	36.0	41.0	20602.04555338092	20.560923705968985	24.889885735931035	1.0	2.0	1.5	2.25	2.5	3.0	20.448	17.327	4916.398846009267	284.5138244628906	489.63720703125	5.395203113555908	11.523694038391113	-5.135591983795166	11.378458023071289	11.193605652137588	22.899763746061556	25.0	47.0	13530.82430435498	13.949303406551525	13.439363527030698	2.0	2.0	1.25	2.5	1.5	3.0	0.0	1985.0	1.0	3.0
6p8KXUUOq4SnbSaawXgZlq6pFi83	20.775	17.774	3999.762793438636	228.88487243652344	409.9601135253906	3.7969186305999756	8.138952255249023	-3.6810383796691895	7.911096096038818	7.603422460992829	18.451239268725885	21.0	22.0	5873.54677620913	7.491768847205523	8.213184360625704	0.0	3.0	2.25	3.25	1.25	0.0	23.003	19.547	3930.016927756755	206.13780212402344	380.2574157714844	3.4045464992523193	7.064249515533447	-3.3317813873291016	7.147591590881348	8.03175113155367	20.125763976321586	19.0	26.0	7121.44685644453	8.261539276617784	9.534667364172993	0.0	4.0	2.25	3.25	1.5	0.0	1.0	1957.0	1.0	4.0
6sLGbFrGPUNdVEuT2zatRP3yGdb2	23.684	20.745	4121.440041210179	201.7346954345703	416.69268798828125	3.495112419128418	8.790857315063477	-3.556821823120117	8.504720687866211	6.831642561403442	17.973237120241585	20.0	15.0	8832.711777427989	10.59078150770742	10.815655640604335	0.0	3.0	3.0	4.0	3.0	0.0	23.901	20.596	3836.751464383943	188.35304260253906	332.6546325683594	2.9639194011688232	7.885002136230469	-2.9381601810455322	6.820429801940918	7.196000090155522	18.830727108254482	15.0	18.0	6718.025664462096	7.86654059070503	7.43096816744938	0.0	3.0	3.0	3.0	3.0	0.0	1.0	1977.0	1.0	3.0
6t4PcNXpGTNYTj2rkETAuBQdLxd2	22.152	18.285	3987.1847630673587	223.55955505371094	402.8575134277344	3.0192203521728516	7.364272594451904	-2.9347167015075684	6.629725933074951	6.104397223698028	18.46882897684539	17.0	16.0	7861.551035943545	10.88857484202707	14.094040913143894	0.0	4.0	2.5	3.5	1.5	0.0	23.82	18.916	3974.557977238452	214.2041778564453	457.31103515625	3.5470774173736572	10.235490798950195	-3.313157320022583	7.9503374099731445	6.300241741053617	17.59408137590186	25.0	12.0	6869.680266026631	8.829923221113923	9.271312923728459	0.0	4.0	2.5	3.75	2.25	0.0	1.0	1956.0	1.0	5.0
6tY36CRL2mWZ9wpXNVboskvLIWY2	18.16	16.022	3895.4758524955705	246.1596221923828	440.7249450683594	5.1129560470581055	12.876165390014648	-4.705316543579102	11.747532844543457	8.484216651664521	20.18547815746694	30.0	19.0	6154.120215187612	8.741648032936949	10.37144908937607	1.0	2.0	2.25	3.25	2.0	0.0	18.973	15.278	3908.5828472121602	262.14508056640625	455.1933288574219	5.949949264526367	14.81076717376709	-5.559093475341797	13.549300193786621	7.25314065292906	18.15383919011223	18.0	20.0	7243.3742626106505	11.300115854306787	11.378331541602586	0.0	2.0	2.25	3.25	2.25	0.0	1.0	1984.0	2.0	4.0
6wo7nbsFkhhfvwveIhCuKYjbANz1	13.859	11.497	4721.104659862791	413.0450439453125	566.6992797851562	7.391846656799316	12.171527862548828	-6.825945854187012	12.408099174499512	9.21283619239824	18.332204186152985	25.0	26.0	12809.27962752662	19.586054476340397	25.694660773123605	1.0	2.0	2.5	3.75	2.5	1.0	19.269	12.911	5078.951204423023	396.4833068847656	570.0968017578125	7.385725498199463	12.236273765563965	-6.809569358825684	10.209592819213867	10.697046941501869	21.696167641976416	31.0	29.0	8724.124030398936	11.199132259818917	13.366294321252253	2.0	3.0	2.25	3.75	2.25	0.0	0.0	1979.0	1.0	5.0
727z5KMIwlUuqKHgcX6NgaHPdlj2	21.488	17.674	4242.593262329045	245.09494018554688	420.7441101074219	3.7521464824676514	8.426709175109863	-3.888359546661377	8.217875480651855	7.234843752167243	17.136146181563106	27.0	19.0	10461.037439611115	12.680045381346806	16.305288692042396	0.0	3.0	3.0	4.0	3.0	0.0	21.221	17.849	4608.681581588556	265.78326416015625	528.3826904296875	5.486588478088379	13.457842826843262	-5.00273323059082	11.665106773376465	7.778753708050852	18.947338090636812	24.0	20.0	13693.202214346726	15.940864044641124	22.901045552277164	0.0	3.0	3.0	3.75	3.0	0.0	0.0	1953.0	1.0	5.0
75xlGNR9TTejWRLIios2bibaGXS2	23.982	20.652	3903.6338119906777	192.91494750976562	437.5697326660156	4.654419422149658	12.561028480529785	-4.6984333992004395	14.314570426940918	5.4134428326741055	17.397401728241746	16.0	15.0	8518.76462681773	10.21434607532102	12.710699316457102	2.0	3.0	2.5	3.5	1.75	0.0	28.072	22.315	3884.328996091407	178.58984375	495.3660888671875	4.390233993530273	15.711871147155762	-4.385247230529785	17.069873809814453	4.825864101782096	17.57908486619343	17.0	16.0	8074.725990295381	9.944243830413031	11.376003717859733	0.0	4.0	2.25	3.5	2.0	0.0	0.0	1974.0	1.0	3.0
77gueL6QglPjRXWla7fIV1LBT1z1	22.998	19.672	4352.43578530802	223.3736572265625	395.43341064453125	4.7945709228515625	10.703681945800781	-4.47076416015625	10.239116668701172	9.5799736506054	21.772969613264955	17.0	30.0	8040.605631954061	9.220878018295942	12.179809560560246	0.0	4.0	2.75	3.5	3.0	0.0	25.587	21.514	5601.241683491304	265.9659118652344	562.9312744140625	6.1062798500061035	15.672782897949219	-5.98038911819458	15.586116790771484	7.622984409069999	18.743234813313535	29.0	30.0	14007.184783212171	14.88542484932218	14.727314955014183	0.0	4.0	3.0	3.5	3.0	0.0	1.0	1954.0	1.0	5.0
788bpo0H6XhvNODeSOdFQ2VNwH32	17.096	14.976	3855.8181030470887	258.8666076660156	391.1533508300781	4.161188125610352	8.132136344909668	-3.8092849254608154	6.603444576263428	7.900080209827784	16.559093622315917	24.0	17.0	7255.787650720225	9.547089014105559	11.209782220347968	2.0	3.0	1.75	2.75	2.0	0.0	21.526	17.259	4132.654739546865	242.7403564453125	467.9158020019531	3.78904128074646	8.210118293762207	-3.833308696746826	7.657181262969971	8.885647841624957	19.294132471687874	21.0	28.0	7444.063466960657	9.422865148051464	10.943506079260864	2.0	3.0	1.75	3.0	2.0	0.0	0.0	1970.0	1.0	3.0
79oYa8JAygeko9Q3OXn054RIdVY2	16.419	14.491	4048.606759645804	283.2183837890625	451.32110595703125	5.493141174316406	10.504518508911133	-5.262535572052002	11.319828987121582	7.3613224389823415	19.3823004719565	19.0	16.0	6454.164416232061	8.989086930685321	11.179060616334636	2.0	3.0	2.25	3.0	1.5	0.0	15.876	13.698	4148.206874000882	305.2396545410156	452.6815490722656	5.958360195159912	10.807352066040039	-5.812901020050049	10.458962440490723	10.906005050709847	21.490470160645113	32.0	21.0	7507.150568366611	10.241678810868502	12.202313358739842	1.0	3.0	3.0	3.75	1.5	0.0	0.0	1996.0	1.0	5.0
7CC3Eri3AJdW16Smwx0y5cQXAXe2	23.541	20.333	4280.361419123001	212.4776153564453	374.4924621582031	4.120053768157959	9.669051170349121	-4.026600360870361	8.388104438781738	8.80124632326367	21.34882206092209	22.0	27.0	8581.529918508344	8.446387715067267	11.312712356294936	0.0	4.0	2.75	3.5	3.0	0.0	23.179	18.563	4182.130562529057	229.66119384765625	518.6828002929688	5.805561065673828	18.854087829589844	-5.92097282409668	16.450735092163086	8.39991380143593	21.060874888847582	34.0	22.0	10115.876199191038	10.603643814665658	11.029715649479197	3.0	4.0	2.25	3.0	3.0	0.0	1.0	1963.0	2.0	4.0
7D1hy1bD7HcVDU4sXQeDwVFgBLN2	20.581	18.156	4786.004657274651	264.785888671875	458.8911437988281	4.496140480041504	8.775808334350586	-4.2807793617248535	8.8453950881958	9.051523312296068	20.298755728720845	36.0	30.0	13156.038768288106	13.302364780877761	18.529093636604884	2.0	4.0	2.25	3.5	2.5	0.0	23.024	18.294	4847.341855444834	270.42352294921875	456.7334289550781	4.544010162353516	10.105313301086426	-4.373703956604004	9.131622314453125	9.478183288452962	19.55343925291909	27.0	28.0	15384.68478761318	15.99239582911973	25.46071831989472	2.0	4.0	2.25	3.5	2.25	0.0	1.0	1979.0	1.0	5.0
7Ethm7IEq2Po4QYBGwCm9frn0D92	23.155	19.458	4459.711160220564	232.64013671875	537.0361938476562	5.404648780822754	15.288177490234375	-5.209771633148193	14.62285041809082	8.45453433704453	20.627345357880127	30.0	32.0	7343.4956418092825	9.426823673696127	11.11968745727436	1.0	2.0	1.5	2.0	2.25	2.0	23.853	18.924	4323.93739805889	232.46978759765625	565.1629638671875	5.6887946128845215	19.97687339782715	-5.244073390960693	14.466453552246094	6.866822770566637	18.979969382128413	26.0	28.0	8193.447525287305	11.177963881701645	13.991785384382649	2.0	2.0	1.75	2.0	2.25	1.0	1.0	1973.0	1.0	6.0
7GWnZvDsaXYY0EZmMqWsGv4KitP2	19.324	17.188	4074.544416395581	241.2400665283203	431.4180603027344	4.6776251792907715	11.513632774353027	-4.4416303634643555	9.208731651306152	8.565564164852113	21.069362060075424	38.0	22.0	6871.191634692217	7.711775123111355	9.432152438578203	1.0	2.0	1.5	1.75	1.75	2.0	21.259	16.395	4379.748664123656	273.3925476074219	524.2846069335938	5.418548583984375	18.23812484741211	-5.057928562164307	15.54733943939209	9.427526182058033	23.014356155076868	32.0	27.0	7637.4538902332815	8.63965372198335	10.034499292896657	2.0	2.0	1.5	2.0	1.75	3.0	1.0	1961.0	2.0	5.0
7HdEFfpfoKTrFQoj5BEPkTNZ4dq1	19.174	16.992	4132.361183852605	245.75445556640625	389.9647521972656	4.198104381561279	10.102059364318848	-4.069647789001465	8.188627243041992	11.518022324758856	24.55909332324011	28.0	31.0	7523.217867737972	8.18630888763653	9.610572046484897	1.0	3.0	2.75	3.25	1.75	1.0	18.81	14.985	4340.427876348692	292.28472900390625	401.153076171875	5.5758466720581055	10.38311767578125	-5.225444793701172	9.160798072814941	13.241533263480559	25.279513312097656	45.0	20.0	10191.064198102586	11.554494555671866	15.504079230417453	2.0	2.0	2.75	3.0	1.5	1.0	0.0	1963.0	2.0	5.0
7LsZfLFQPgbguSeSvK0b6ot3EIn1	23.622	18.874	3903.154659022471	208.83653259277344	432.4966735839844	3.985718011856079	10.8760986328125	-3.658851385116577	9.312411308288574	7.5198224485486564	18.2959159312585	28.0	21.0	7710.337282593847	9.578058736141424	9.783682843280149	0.0	4.0	2.75	3.0	3.0	0.0	21.642	17.878	4212.953481619527	242.75157165527344	552.5509033203125	5.437319755554199	15.701401710510254	-4.933662414550781	13.980049133300781	8.511561851280538	19.901579302586118	33.0	25.0	8427.867619790179	9.720723898258568	12.706569898518538	0.0	4.0	3.0	3.0	3.0	0.0	1.0	1957.0	2.0	2.0
7W9ozOPxiMSZ9tKA4YwSBx5XWb73	16.113	14.057	3893.389043085219	278.1985778808594	440.5532531738281	4.793732643127441	9.724316596984863	-4.2944722175598145	9.12285041809082	8.21569377456527	18.262657330563602	20.0	17.0	7486.744212508784	10.574497475294892	13.28036417659892	1.0	3.0	1.5	1.75	1.5	2.0	17.05	13.36	3981.002512111585	300.2264709472656	457.3307189941406	5.62244987487793	11.571816444396973	-4.964931964874268	9.461665153503418	9.719558851388292	19.339130956143325	19.0	22.0	7379.183806486302	10.263120732247986	12.235461926429673	2.0	2.0	1.75	1.75	1.5	2.0	0.0	1977.0	2.0	5.0
7aCIKgDxuuTkT9roMATu41a6PED3	19.249	16.741	3778.189367383773	230.02674865722656	421.3896484375	4.911518096923828	10.601821899414062	-4.758162021636963	11.818099975585938	7.249810997028278	19.28954108864229	15.0	20.0	8873.561677074986	10.8346296423382	12.930632494231617	0.0	4.0	3.0	4.0	3.0	0.0	23.539	18.412	4090.851492582439	227.64894104003906	396.2625427246094	5.221765995025635	12.06296443939209	-4.821744918823242	10.758635520935059	7.645997996343318	19.732704238123425	23.0	24.0	9718.946232793922	10.58708739955765	11.242630289248996	0.0	4.0	3.0	4.0	3.0	0.0	1.0	1948.0	2.0	5.0
7dJZzLawTbaZu7Z7z2S1H5THHih1	24.486	21.83	4624.35714239829	212.02923583984375	402.2436828613281	3.8229141235351562	9.294174194335938	-3.8435308933258057	8.243505477905273	11.410515267787737	22.742369191672932	44.0	34.0	13078.325980460795	9.95306391207062	12.302733320451807	1.0	3.0	2.0	2.75	1.5	1.0	23.521	18.123	4154.751446048645	239.39796447753906	381.84246826171875	3.7584235668182373	7.450271129608154	-3.679630756378174	6.083247184753418	9.776102139902154	22.874723570754103	33.0	32.0	9084.527471981095	10.060384797321257	11.81339533064712	2.0	3.0	2.0	2.25	1.75	2.0	0.0	1944.0	2.0	4.0
7ibj1XdPSVgyUTnqku5ffKalT1z1	17.712	15.283	4526.834662114515	296.7443542480469	598.0716552734375	5.942821979522705	17.179168701171875	-5.702916145324707	13.811022758483887	7.691013318258791	19.496700990059594	25.0	23.0	7516.39661377865	11.528215665304678	16.610375704134004	0.0	3.0	2.75	3.0	1.5	1.0	19.025	15.599	4245.106105526853	273.436767578125	554.7645874023438	5.831114768981934	14.767950057983398	-5.5264434814453125	12.480831146240234	6.4515623155959565	15.954377081001423	29.0	18.0	7881.536467588643	11.624685055440477	13.475933757115722	0.0	3.0	2.5	3.25	1.75	0.0	1.0	1974.0	1.0	3.0
7lA0HDLWxsSEPbKIchnlg0XaMLE2	17.576	15.415	4262.885606894406	279.1673583984375	412.3667907714844	5.039039134979248	11.041407585144043	-5.03090238571167	10.904781341552734	8.555818115768119	18.830768754449444	31.0	20.0	10830.047960930633	13.761179111728886	15.53191596651425	1.0	3.0	2.25	3.5	2.0	1.0	19.04	14.751	4669.3796840799205	322.9170227050781	456.103759765625	5.826788902282715	10.56367015838623	-5.394537448883057	9.79358959197998	9.240370901510182	21.890511766079744	31.0	22.0	10128.137008373404	13.361658322392353	18.252461639568224	1.0	3.0	2.25	3.0	1.75	0.0	0.0	1975.0	1.0	3.0
7nRrqKcBrAbNS254Jcqz5Gwmnho2	17.854	15.097	4073.5249445046816	275.14520263671875	422.2156066894531	4.9394330978393555	8.971711158752441	-4.742018222808838	8.242514610290527	9.506910834454358	22.485587764298568	37.0	24.0	7645.989120668766	10.332417730633468	11.417743989768281	0.0	2.0	2.5	2.25	2.75	2.0	21.164	16.361	4052.463751380271	254.87193298339844	411.58349609375	4.186483383178711	10.070340156555176	-4.271926403045654	8.785043716430664	8.95219117424959	19.712167996736138	29.0	26.0	7062.582818902842	9.505495045629665	11.232081867117287	1.0	3.0	2.5	2.0	2.25	1.0	0.0	1966.0	1.0	3.0
7poHQwYzq3V2QV4ESvahlPoBRx93	18.318	15.638	3891.1578546540695	253.0834503173828	437.9169921875	4.610417366027832	10.002663612365723	-4.525524616241455	9.659932136535645	9.593961111203356	24.61921050704866	22.0	22.0	4994.789164598258	7.025019922079125	7.760686784497449	1.0	3.0	2.25	3.25	2.5	0.0	19.735	15.532	3834.131152111322	254.59039306640625	443.04052734375	4.371883869171143	9.72615909576416	-4.137981414794922	8.811777114868164	7.631871010131345	18.469686145715425	22.0	18.0	5339.553649827259	8.899256083045431	11.236906930885485	0.0	3.0	2.5	3.25	2.25	0.0	1.0	1966.0	1.0	5.0
7qZEeY67k0beanMyleJ3Gv6dMrQ2	24.456	21.019	4727.101129288224	227.8670196533203	474.4993591308594	4.009140491485596	9.871591567993164	-4.088260650634766	10.104818344116211	8.628014914742877	22.209131394112987	42.0	27.0	8479.571202358537	8.313305100351506	9.918394613126342	1.0	2.0	1.75	3.5	2.25	0.0	21.599	16.755	4501.765402410624	274.5816345214844	501.87493896484375	4.362458229064941	9.326152801513672	-4.2858476638793945	9.08026123046875	8.38153453991674	19.937921425323303	33.0	16.0	9363.197962253365	12.568050956044786	17.30247378310952	1.0	2.0	2.0	3.0	2.25	0.0	0.0	1959.0	1.0	3.0
7woOLmOzDyM4rNRsOAk8PDK7XYG3	20.872	17.59	4602.840546310269	263.395751953125	469.9919738769531	6.989315509796143	16.163461685180664	-6.767319679260254	14.875276565551758	9.972734350154525	20.927919664113485	39.0	36.0	10902.45213150236	14.049551715853555	20.378007321993195	2.0	3.0	2.0	3.5	3.0	1.0	22.122	17.659	4993.803970297908	289.4958801269531	577.9050903320312	8.241555213928223	21.68229866027832	-8.092822074890137	19.458892822265625	11.640428178392591	23.395374964310246	44.0	41.0	14367.319836501913	18.85475044160356	31.027746644038128	2.0	2.0	1.75	2.5	2.25	1.0	0.0	1975.0	1.0	3.0
7xwUMyRgl7dqStkpa5EJu9oswV02	19.705	16.735	4709.619832135431	285.1722717285156	673.1871948242188	7.17437744140625	20.67002296447754	-6.817688941955566	18.91380500793457	8.453411466416188	20.440484870165616	29.0	21.0	10993.719746245344	14.14893146234922	21.75246902024936	2.0	2.0	2.0	2.0	1.75	1.0	21.269	17.163	5423.873254564765	320.5599060058594	740.17578125	8.090825080871582	21.994178771972656	-8.084893226623535	23.803281784057617	9.79479035374465	23.554002998033315	42.0	25.0	13579.683860007974	15.644797073741906	21.771749486326073	3.0	1.0	2.0	2.0	2.0	2.0	0.0	1965.0	1.0	4.0
7zJnjmlzLnS4wYUrGdGHdcoMMSg2	15.28	13.318	4424.684528418961	335.9669494628906	785.5689697265625	9.444110870361328	25.396848678588867	-9.095573425292969	26.922636032104492	11.913484844589684	27.01552633281029	30.0	27.0	5651.222235384398	7.948273186194653	13.287878788271042	1.0	3.0	2.5	3.25	1.75	0.0	19.283	14.62	5264.400867425484	361.0700378417969	801.55615234375	10.210289001464844	27.782026290893555	-10.199474334716797	24.62131690979004	14.205793277434696	25.572994303047544	31.0	32.0	11572.36410912673	13.760242698129288	18.701283940328775	1.0	2.0	1.75	3.25	1.5	0.0	0.0	1962.0	2.0	3.0
80cWM4TCgrSMShNDvekTZxUKZjf2	16.908	14.7	3922.820066178492	267.40423583984375	428.2060546875	4.6001996994018555	9.356436729431152	-4.445348262786865	8.745882034301758	8.469278138063869	17.301922296353442	26.0	16.0	7216.6713534389955	10.353904380830697	10.471563988033704	1.0	2.0	2.25	3.5	2.0	0.0	17.238	14.244	3836.258454501276	269.7790832519531	430.2791748046875	4.609250068664551	8.687868118286133	-4.413278102874756	8.312132835388184	7.147492181889205	16.17351672016186	19.0	17.0	5900.33515501713	9.063494861777466	9.38047224152467	1.0	2.0	2.25	3.5	2.0	0.0	1.0	1969.0	1.0	3.0
84ti6AeVvvhEWgc1w6JMfbmOxqY2	17.853	14.627	4109.9952702015635	286.3110656738281	420.97344970703125	5.328963756561279	9.407369613647461	-5.088017463684082	8.931218147277832	11.03258624923678	18.737021976614674	40.0	16.0	8778.78318115062	12.5232285037812	19.627412632649484	1.0	3.0	2.25	2.5	1.5	0.0	19.911	15.852	4681.826814309573	308.1163024902344	533.0615234375	7.250490188598633	17.647891998291016	-6.778514385223389	18.0540828704834	12.506476866679415	19.1818871489497	46.0	23.0	11950.83291761296	13.061019582090665	16.021915375827913	1.0	3.0	3.0	3.5	1.75	0.0	0.0	1976.0	1.0	5.0
87MaD1C4MZOJOM0gEDFMsGWKrLG3	21.24	18.854	4564.585490258963	245.40780639648438	513.8775634765625	5.56752347946167	16.313962936401367	-5.526462078094482	14.968341827392578	8.504088167801974	20.621703021928308	32.0	31.0	13864.031072941825	15.004362633053923	18.57388877789392	1.0	3.0	2.25	3.25	2.5	2.0	21.354	16.521	4215.154952308894	259.71380615234375	510.9434814453125	6.068846225738525	16.603059768676758	-6.0218119621276855	16.927928924560547	8.302319136655198	20.273643853660808	29.0	24.0	11580.048197114445	15.176996326493375	19.24418420199356	1.0	3.0	2.25	3.0	2.75	2.0	1.0	1953.0	2.0	3.0
8CWaOxkEmgSHCDEkbrTBmsavPep2	21.163	18.45	4590.516831016894	253.3397674560547	444.1257629394531	4.291500568389893	10.760921478271484	-4.112553119659424	8.394396781921387	9.088936623426308	20.48857952653421	29.0	22.0	11762.386880650014	13.290832633502841	14.103664424197095	0.0	4.0	4.0	4.0	3.0	0.0	21.688	16.819	4828.0179559190265	292.6071472167969	487.6829833984375	4.542623519897461	9.839142799377441	-4.173609733581543	8.622886657714844	8.727136104443575	21.29960741798144	33.0	24.0	13975.078830572878	17.578715510154563	28.035733739612496	0.0	4.0	3.5	4.0	3.0	0.0	1.0	1966.0	1.0	1.0
8LSXZJHpLjfa4XGuvp0sarGqPDl2	20.337	18.005	4046.086765111044	229.1751251220703	415.7699279785156	4.734185218811035	12.550613403320312	-4.402690410614014	10.814531326293945	5.958112911682855	14.900503110988952	16.0	20.0	9133.366448818393	12.827761866317967	13.04327406557124	2.0	2.0	3.0	3.5	2.75	1.0	25.44	16.505	3942.5221050087252	242.69142150878906	372.4652099609375	4.861832618713379	10.860185623168945	-4.509871482849121	9.854304313659668	6.7911719902783885	16.82344623188707	19.0	20.0	9748.392602963884	13.520655482612877	16.35732270380194	2.0	2.0	2.75	3.25	2.25	1.0	1.0	1974.0	2.0	2.0
